15:19 01/12/2021,14:45 01/12/2021,NTP,64.4,70.8,58.0,64.4,63.0,2679,63.7
15:19 01/12/2021,15:02 01/12/2021,TTH,7.4,8.1,6.7,7.6,7.2,22376,7.6
15:19 01/12/2021,15:02 01/12/2021,VC3,54.8,60.2,49.4,54.6,49.4,2098,53.6
15:19 01/12/2021,15:02 01/12/2021,PVS,25.4,27.9,22.9,26.2,25.1,41747,26.0
15:19 01/12/2021,15:02 01/12/2021,TC6,13.0,14.3,11.7,13.0,12.6,1595,12.8
15:19 01/12/2021,15:02 01/12/2021,TIG,20.0,22.0,18.0,20.0,19.8,7134,19.9
15:19 01/12/2021,15:02 01/12/2021,BTS,12.7,13.9,11.5,12.8,12.2,584,12.6
15:19 01/12/2021,15:02 01/12/2021,GKM,37.8,41.5,34.1,37.9,37.0,5299,37.6
15:19 01/12/2021,15:02 01/12/2021,BVS,42.1,46.3,37.9,42.5,41.2,6231,41.7
15:19 01/12/2021,15:02 01/12/2021,CVN,13.0,14.3,11.7,13.2,12.6,2937,12.9
15:19 01/12/2021,15:02 01/12/2021,VC7,26.1,28.7,23.5,26.0,24.0,1595,25.5
15:19 01/12/2021,14:45 01/12/2021,DVG,22.8,25.0,20.6,23.0,22.7,1424,22.9
15:19 01/12/2021,15:02 01/12/2021,AMV,15.4,16.9,13.9,15.5,14.6,28787,14.9
15:19 01/12/2021,15:02 01/12/2021,DTC,12.9,14.1,11.7,14.0,12.1,497,12.5
15:19 01/12/2021,15:02 01/12/2021,C69,18.7,20.5,16.9,19.1,18.5,14715,18.8
15:19 01/12/2021,15:02 01/12/2021,KSF,70.9,77.9,63.9,72.5,70.9,2409,71.2
15:19 01/12/2021,15:02 01/12/2021,CSC,130.0,143.0,117.0,130.0,126.1,530,126.7
15:19 01/12/2021,14:45 01/12/2021,BNA,46.0,50.6,41.4,46.9,45.0,2671,46.2
15:19 01/12/2021,15:02 01/12/2021,BII,14.8,16.2,13.4,15.2,14.5,12827,14.9
15:19 01/12/2021,15:02 01/12/2021,PV2,8.3,9.1,7.5,9.1,8.0,12477,9.1
15:19 01/12/2021,15:02 01/12/2021,PVG,14.8,16.2,13.4,15.0,14.6,1851,15.0
15:19 01/12/2021,15:02 01/12/2021,PVL,22.1,24.3,19.9,22.1,19.9,46150,22.1
15:19 01/12/2021,15:02 01/12/2021,TDT,13.9,15.2,12.6,15.1,13.7,3007,14.5
15:19 01/12/2021,15:02 01/12/2021,TVC,24.1,26.5,21.7,24.1,23.5,37945,23.5
08:59 02/12/2021,09:00 02/12/2021,VHE,11.7,12.8,10.6,11.7,11.6,65,11.6
08:59 02/12/2021,08:09 02/12/2021,SPI,12.9,14.1,11.7,0.0,0.0,0,0.0
08:59 02/12/2021,08:09 02/12/2021,WSS,16.5,18.1,14.9,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,LIG,17.9,19.6,16.2,17.9,17.9,20,17.9
08:59 02/12/2021,08:09 02/12/2021,THT,14.0,15.4,12.6,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,VGS,48.4,53.2,43.6,48.4,48.4,1,48.4
08:59 02/12/2021,09:00 02/12/2021,APS,50.4,55.4,45.4,52.0,50.5,11,50.5
08:59 02/12/2021,09:00 02/12/2021,FID,8.9,9.7,8.1,9.5,8.9,106,9.0
08:59 02/12/2021,09:00 02/12/2021,HHG,7.2,7.9,6.5,7.3,7.2,10,7.3
08:59 02/12/2021,09:00 02/12/2021,IPA,66.0,72.6,59.4,66.5,66.0,23,66.2
08:59 02/12/2021,09:00 02/12/2021,MST,18.9,20.7,17.1,18.9,18.9,2,18.9
08:59 02/12/2021,09:00 02/12/2021,SHS,53.3,58.6,48.0,53.3,53.0,170,53.3
08:59 02/12/2021,09:00 02/12/2021,PHP,29.3,32.2,26.4,29.3,29.3,1,29.3
08:59 02/12/2021,08:09 02/12/2021,PSD,31.1,34.2,28.0,0.0,0.0,0,0.0
08:59 02/12/2021,08:09 02/12/2021,AAV,26.9,29.5,24.3,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,ITQ,10.4,11.4,9.4,10.5,10.4,61,10.5
08:59 02/12/2021,08:09 02/12/2021,NRC,29.1,32.0,26.2,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,LAS,23.3,25.6,21.0,23.3,23.3,4,23.3
08:59 02/12/2021,09:00 02/12/2021,SRA,12.4,13.6,11.2,12.4,12.3,14,12.3
08:59 02/12/2021,08:09 02/12/2021,SD5,13.4,14.7,12.1,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,EVS,40.9,44.9,36.9,40.9,40.9,1,40.9
08:59 02/12/2021,09:00 02/12/2021,OCH,9.7,10.6,8.8,9.7,9.7,1,9.7
08:59 02/12/2021,09:00 02/12/2021,KSQ,8.4,9.2,7.6,8.4,8.4,3,8.4
08:59 02/12/2021,09:00 02/12/2021,BAB,23.2,25.5,20.9,23.3,23.3,3,23.3
08:59 02/12/2021,08:09 02/12/2021,PVI,47.5,52.2,42.8,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,MAC,10.6,11.6,9.6,11.0,10.6,112,10.6
08:59 02/12/2021,09:00 02/12/2021,IVS,22.0,24.2,19.8,21.9,21.9,3,21.9
08:59 02/12/2021,09:00 02/12/2021,PSI,19.1,21.0,17.2,19.1,19.1,2,19.1
08:59 02/12/2021,09:00 02/12/2021,NDX,12.2,13.4,11.0,12.2,11.8,10,11.8
08:59 02/12/2021,09:00 02/12/2021,VIG,17.2,18.9,15.5,18.9,17.8,267,18.2
08:59 02/12/2021,09:00 02/12/2021,TNG,32.3,35.5,29.1,32.3,32.3,78,32.3
08:59 02/12/2021,09:00 02/12/2021,HUT,18.3,20.1,16.5,20.1,18.5,164,19.3
08:59 02/12/2021,08:09 02/12/2021,SCG,83.4,91.7,75.1,0.0,0.0,0,0.0
08:59 02/12/2021,08:09 02/12/2021,SCI,40.9,44.9,36.9,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,PCG,10.9,11.9,9.9,10.9,10.9,1,10.9
08:59 02/12/2021,08:09 02/12/2021,VCS,120.9,132.9,108.9,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,THD,252.6,277.8,227.4,252.9,235.5,48,252.9
08:59 02/12/2021,09:00 02/12/2021,VKC,13.8,15.1,12.5,13.8,13.8,3,13.8
08:59 02/12/2021,09:00 02/12/2021,PVC,13.4,14.7,12.1,13.4,13.4,25,13.4
08:59 02/12/2021,09:00 02/12/2021,VC9,18.2,20.0,16.4,19.9,19.0,15,19.9
08:59 02/12/2021,09:00 02/12/2021,TA9,16.0,17.6,14.4,16.0,16.0,2,16.0
